user_id,book_id
8143,3546
8143,659
7242,716
7593,7106
384,178
7967,1039
3834,217
8289,3684
162,9887
3766,1039
196,1039
4974,659
719,217
8348,7738
4841,1039
8334,217
3868,1088
7784,1039
6239,1039
6334,659
6185,1514
1210,1039
263,1039
4751,1039
8447,1039
6185,1039
8138,2004
8423,217
6796,6455
7992,1039
8488,716
426,9887
8490,1792
862,9070
3326,1039
978,9585
8534,217
5945,373
8558,200
2996,1039
6314,1039
2695,1039
6126,198
4409,373
8624,1522
8624,7080
4789,5667
8570,2004
8643,7015
3862,1039
7786,217
8665,178
3862,178
8693,2679
8712,178
7868,1039
1567,1039
8760,178
8760,2004
7718,178
2017,1039
1334,1792
8448,1039
8015,1156
1821,2729
3178,8091
6255,1039
6262,7080
6408,217
6555,198
8838,1039
5086,178
8891,1039
3746,1039
4893,5648
54,7770
3484,200
8928,1039
8924,5667
5281,1039
8966,1039
8574,1039
1970,6840
7488,198
8776,7366
7039,1039
9015,373
9041,469
1400,8836
9069,768
8950,217
146,217
9097,198
4466,198
9136,1039
6294,1039
6707,8091
3284,1039
9136,5122
3575,2175
552,200
8924,1792
9175,198
3232,6726
9238,974
2345,8764
35,198
9316,1088
9196,2921
873,217
4832,1039
5538,1088
6292,217
4954,1039
6419,1039
8985,198
9179,1039
3754,3468
5291,716
719,3546
9175,178
4670,6726
5326,178
2160,217
9428,1039
1102,1792
4818,1039
9473,178
260,8037
2344,1156
7661,1039
9495,9887
9554,217
916,2679
4317,7080
4748,1039
2524,659
7034,7366
9592,8836
9673,1039
9589,1792
9696,1039
6292,1039
462,3122
2473,1039
30,1039
6927,1039
3280,768
3866,1039
2437,768
984,7366
3286,1156
8467,8535
4533,7579
9841,198
9861,178
9861,198
9847,1039
7688,1522
3214,178
9302,1039
3958,7366
1242,8836
7149,1088
7538,2729
9936,9887
9944,178
9971,1039
9986,3546
3950,178
7678,178
9999,1039
10031,1039
10034,1039
4689,1039
10046,6057
3517,3546
10070,8836
9923,768
10078,217
6481,200
6933,217
8634,469
1099,768
3363,200
10175,198
4069,1039
6754,217
10209,2175
7241,768
10231,768
10233,1039
9748,373
10122,8836
10261,217
3073,217
10293,1039
5119,1039
10299,5122
6555,1522
5444,768
9136,9887
6304,4151
9449,200
10336,832
10343,178
10344,8845
8153,373
6631,1039
3293,2637
8015,8836
10390,1039
10408,7080
3941,716
3941,7366
1087,1039
10471,768
8041,1156
84,6726
10498,178
9740,1156
7754,8764
9643,1039
8326,178
6049,1522
10236,1039
10532,217
10566,659
8910,768
9635,1088
7820,198
10565,2004
10565,198
2634,832
10522,1039
3568,217
4017,1039
9980,178
4580,2004
6898,1039
4076,1039
10660,217
3609,768
8896,1039
9761,178
8849,768
10775,2679
3517,6057
10820,2087
10553,1039
1431,1039
3384,2004
10626,1039
4954,8845
10889,7738
447,178
10992,2411
9115,768
7649,1039
11007,1039
11005,1039
11005,2921
11015,217
11015,2921
10857,1039
788,1039
9124,6726
11047,1039
11070,198
4438,217
10174,217
1019,217
8463,124
11110,1039
3233,2411
11000,2702
6930,2679
3393,1156
6954,6840
10608,2637
4108,217
294,659
11230,178
10683,9070
10876,974
5665,217
7451,178
11242,469
1336,1039
11264,1039
7798,217
11282,1039
8788,768
11305,1039
11167,2004
8839,1039
4155,2702
9348,9887
6723,1039
11390,1039
11394,6302
6479,373
11322,4671
11448,200
8328,1522
11439,178
11232,178
11486,1039
5886,124
8428,1522
1029,198
8300,3204
11412,8091
10748,178
8281,4482
5535,1039
10675,768
5297,7366
5297,8091
1044,217
7129,1522
11322,124
10413,6302
11750,178
11709,1039
6568,217
11775,1039
11779,217
561,2679
6500,373
11070,8677
1826,217
3532,659
9412,217
4188,716
11155,178
11155,198
11155,1039
2006,1514
1779,124
949,178
4955,124
6126,124
11908,217
11929,1156
9838,217
8573,124
7688,124
11547,217
6966,7738
11501,198
8378,3122
11903,1039
11981,9518
7953,178
12004,178
8695,178
12014,6302
12023,178
12028,124
41,7486
11978,198
12046,3546
9135,1088
10056,1039
12050,9093
5909,178
1200,200
8441,178
10827,124
1242,7486
11978,7486
910,124
9758,124
12114,178
12125,124
12139,469
12139,1039
1249,124
6641,7366
12158,198
12158,217
2560,7486
2046,2004
2472,3546
4776,7770
5200,2411
6555,7486
4878,7486
5189,7486
7252,7486
12171,7486
5031,6840
8725,9070
7723,7486
12171,8091
655,124
9041,9093
1441,1039
5992,217
3958,7486
12329,6840
8290,217
10401,7486
12359,1039
12388,7486
10403,8845
962,217
8884,1039
4817,124
12293,3204
12446,178
4776,974
12466,178
4173,6840
3388,2162
902,7770
12502,178
949,2162
1035,178
8037,768
7562,1792
7629,217
3490,124
10538,1039
9706,198
984,7486
12515,217
11908,124
12590,198
9530,124
12384,178
8037,200
759,200
8107,124
11271,198
11361,217
11873,659
9534,1156
2064,217
5761,3468
11130,7486
5317,9957
9071,124
4812,7486
3517,124
2044,1039
2225,217
10117,124
5662,124
7045,198
1166,124
8754,7486
12800,1156
9115,124
5942,1156
6450,5648
12009,124
12851,217
11585,178
12728,1522
10198,198
12678,124
10240,124
10951,178
12906,198
11791,2411
8601,9957
11243,768
12919,198
5832,7486
3506,7486
10729,6840
5988,4934
12954,1039
471,124
12986,178
11506,2004
5442,1088
6294,124
1938,178
11807,3546
8920,6302
12372,198
2284,7486
13025,469
13025,178
3614,124
12747,124
2522,124
9183,200
13065,178
13065,2679
668,7486
13045,9070
13077,124
899,124
12879,217
7481,124
11305,1522
2364,1522
181,5325
12697,178
11385,124
11495,3468
9917,124
13052,2162
13181,124
11430,124
12217,832
13203,716
13181,1039
13217,178
13217,200
7962,7486
13052,124
13217,1514
46,124
9593,217
13200,4671
12344,198
3923,124
13303,4981
12536,4934
13347,6922
13373,124
11827,124
13387,198
13395,124
3990,178
3803,124
13396,659
13445,1039
11131,124
13447,198
10920,7486
13442,768
1203,716
8910,124
10237,974
5191,290
13532,217
13488,1039
13394,974
13580,124
13586,178
13587,198
13271,9070
13599,1039
11869,217
5281,124
10599,3468
13653,178
2928,124
2928,1039
8126,659
11892,768
11422,200
13704,7486
6744,106
13679,217
11892,9887
135,217
13741,2411
13747,178
12017,1039
13804,1039
11503,124
13329,106
13810,178
12909,1039
5699,106
1372,5648
5522,106
5522,124
13828,124
5721,106
13825,1039
13837,2921
941,124
469,106
1814,106
3708,2162
4155,9585
13904,974
1509,106
12463,217
13908,1039
7298,217
6890,217
1249,106
13948,9093
7558,6467
7558,659
3839,9957
13958,106
9651,200
970,106
13542,178
14055,178
13056,106
14055,198
9264,124
5514,106
14002,106
10485,2921
1363,124
6162,106
14055,7386
14136,217
14096,106
13139,4482
14150,124
14150,106
14150,178
14129,974
14168,178
14168,1514
13257,768
975,106
13874,1039
13629,124
2838,1156
14124,1039
14206,178
14220,217
14232,217
14232,106
14227,106
14167,1792
14253,1156
14245,2004
9186,178
2706,1039
1633,290
11648,106
12428,290
11271,106
12473,716
10404,2162
1400,106
14366,124
14366,106
9555,124
6819,3766
7835,991
4525,9696
708,373
14457,974
14412,768
2157,217
14277,198
14277,106
14277,124
11652,178
11859,3766
5588,106
14511,200
14514,178
13302,469
7413,5648
14585,217
4870,106
7555,124
11696,4934
10053,198
14627,178
14627,106
13542,438
14626,124
543,1039
2517,1039
6921,178
14084,198
12845,178
8357,1039
11872,124
11270,106
14671,178
9069,106
4740,438
989,124
9284,438
14678,768
11132,217
2804,124
2352,6840
14710,178
14711,106
4557,974
2862,3204
1135,106
14596,1039
14775,178
8207,2004
14746,106
11524,124
7912,4498
14585,124
4482,124
14407,217
11680,3766
5307,106
6015,124
5497,106
6404,124
5696,178
9455,1039
13435,290
14593,2162
14875,198
6607,106
14238,3546
902,124
7426,106
11680,124
828,217
1608,124
6142,124
13152,1039
6915,124
14489,124
14969,124
14976,178
13063,124
13063,438
14966,6978
3527,3204
15002,2162
15002,3546
14489,178
11179,198
11179,178
15006,200
15009,178
14400,217
11859,438
10100,124
14998,178
15035,716
15006,6302
15006,106
913,2162
8944,1039
2331,106
14692,716
14759,198
14614,5667
15119,198
14448,974
15131,178
7437,1039
8088,1039
15173,974
10850,124
13865,4338
11070,438
9398,217
15195,1039
15195,3204
14864,1522
15212,3766
12144,438
15241,1039
15204,178
14523,1039
15006,469
14685,124
9863,198
4341,3546
15344,1156
5887,217
5142,106
14656,2765
15358,9957
9953,200
11892,2637
8624,124
15420,106
15477,1088
8890,124
4619,438
13357,106
9201,124
15535,9522
4010,106
9037,124
9114,2004
7718,124
14264,5004
9665,4498
15610,438
15617,7080
10444,178
15631,200
15646,106
4589,106
11827,438
12845,124
5615,198
2163,290
14852,7486
6029,217
4878,3766
15706,124
335,124
14341,1522
15757,2765
335,217
471,2411
15766,178
15766,3684
3778,974
15779,217
9874,124
15701,469
15479,217
9896,1088
15882,5122
15896,8120
15897,178
12388,217
13834,124
14812,198
12907,178
15934,4981
9998,178
9998,198
9896,106
8707,5122
6736,106
13329,200
15962,106
11929,124
10905,124
10905,1156
2218,438
6068,4670
15991,200
15999,106
4828,4934
16009,200
15952,198
16045,198
15913,373
15913,124
15913,7953
16045,1039
16045,659
16083,1088
282,3468
16045,106
16044,124
9361,1088
16103,178
16113,8845
16118,9957
16120,124
16120,768
16125,716
1671,178
1671,124
3060,7486
15476,3684
16166,200
16170,2175
10619,217
16183,2162
16186,7106
16191,716
16202,2729
9864,1039
16185,106
16185,4694
16185,2004
15064,4981
2351,106
16218,991
16216,9696
16242,5571
16242,4482
16242,198
16235,178
12304,1522
16093,178
306,2162
306,7386
8718,8836
5943,124
15295,124
9036,124
1951,2729
8642,3684
4153,2162
8642,974
8642,832
1955,124
4578,2175
3720,124
16143,198
7718,2162
4794,106
2291,659
2559,3546
16262,659
2559,7738
16255,124
2131,5667
16262,5571
5766,217
5766,106
8451,1156
8200,124
11521,7953
15585,1514
15585,2921
15585,3684
2131,4694
12599,106
12599,4694
15018,1088
10153,106
10153,659
12805,1720
7747,7738
8904,1088
12693,217
12693,1514
10550,1088
10604,178
16259,178
4090,4694
13369,124
16315,7386
16315,178
5032,7486
16324,124
16324,1514
11488,198
16328,659
10303,7486
5032,217
16340,4694
14060,124
16344,9957
16348,3684
16348,2637
15647,768
16240,217
16358,178
16358,124
15190,7486
16368,2175
12789,3204
16374,178
16376,124
15197,106
15197,1156
15197,8764
15050,2921
14953,106
16380,106
16380,7953
14902,659
14513,178
14822,7386
11079,2175
16390,2679
15284,2162
15284,1156
13371,1088
16069,200
6041,991
16412,178
12508,9957
16366,200
16366,106
16366,124
13521,124
16427,106
16436,2004
12907,106
13463,106
15152,1156
2424,2411
16458,124
16458,7770
9646,106
9646,1156
16461,106
14283,2557
14669,8845
16468,178
7667,3392
7667,2765
7667,106
7667,1156
16492,4981
16494,3344
16497,124
5196,178
3142,2162
16478,217
16503,124
15775,768
15775,106
16511,124
2215,124
14513,9093
14006,124
16044,200
16522,198
16524,217
16522,178
16529,1514
1728,124
16533,3684
16534,198
16535,1088
16540,9957
16543,178
16545,178
15593,7770
16547,8677
9144,832
16553,2729
16534,1088
16534,2411
16559,106
15151,124
16579,2327
604,1720
11766,1039
16591,106
3485,2162
7310,2679
16594,8845
16575,290
431,106
16611,124
16629,178
2006,1162
16636,200
16636,9957
7747,2175
8895,991
16659,2087
16660,124
12905,3468
4607,2679
4455,106
4455,200
16664,2327
16664,832
14008,4981
7663,5518
16101,106
16686,106
16686,4694
16686,217
3040,7770
16542,2729
14658,1088
16700,124
13083,3284
16708,217
10320,1720
16724,178
16727,2411
11615,768
16730,2087
16732,9518
16732,1514
16739,198
16739,2557
16735,124
13156,2637
16750,4151
10049,178
495,124
14704,9522
9984,1522
13007,7738
4740,1514
16768,4151
16768,2557
16776,2637
16780,217
16765,217
16789,178
16790,4934
16800,217
14555,124
15775,1514
2362,9957
14497,178
11721,1162
15856,124
16277,178
16819,8845
16831,217
16835,217
16835,2729
16834,4981
16606,290
16853,7770
16859,217
16865,1156
16689,8836
16879,106
16879,178
10358,106
16882,1156
16888,1156
16912,106
11282,1162
11394,8091
16923,1156
16914,9957
16934,124
13329,198
16952,5648
16778,8836
1928,124
15420,198
16977,4694
16978,9957
16978,3766
16981,124
16981,106
16992,106
16985,200
16993,2004
16996,2004
16998,1514
16998,9957
16999,768
17001,106
17001,124
17010,124
17011,2162
17012,178
16979,8644
17012,106
17012,768
17011,124
16725,832
7128,124
1439,124
1439,7953
16924,9093
17031,106
17031,4694
17033,3468
15018,1522
17049,198
17052,106
17052,124
16192,5648
16041,7366
17076,106
442,178
17082,124
13192,1039
17094,2162
17094,178
17094,1156
17093,198
6404,1162
17099,106
9407,768
16417,2637
16720,1039
17113,106
17117,106
17102,200
17124,5571
17128,3546
17128,2729
17137,3392
17137,2765
17141,198
17141,8845
4931,6840
7803,290
7803,217
16713,198
17182,1156
17181,2729
17194,124
17194,106
17197,1162
17199,198
7797,9957
13025,124
12713,2637
12713,768
17210,4482
17194,178
17212,106
17212,768
12623,2162
1933,106
17218,2637
15053,3684
17236,4694
14208,106
14208,1162
7688,438
16374,198
17153,9696
11951,4721
6100,6922
5497,290
6744,290
17264,124
17014,290
16415,106
17265,659
17266,1162
17266,659
17284,124
9646,217
10465,178
10465,124
17300,4981
2312,124
17307,6627
17310,106
7676,178
17315,2087
12459,217
12459,768
17299,4694
17325,106
17330,217
17332,106
17332,1162
17330,200
17330,7738
5296,217
5296,124
6804,198
15426,106
17368,1162
17369,1162
17374,178
16915,217
17365,124
14999,290
17381,178
8407,1088
15378,2162
12459,7738
17387,178
15579,200
17391,4694
16446,178
17150,200
17333,2004
17403,1720
17403,106
17403,4694
17403,1162
15002,178
15002,1039
17353,106
17407,974
17408,106
17409,106
17409,178
17409,124
17295,974
17401,7770
17401,1162
17417,178
7009,2087
17432,2637
17440,124
17442,178
17443,2679
17443,290
17443,1156
15050,1088
17208,3204
17321,106
17450,124
17450,768
12284,3684
12284,217
14645,2411
5597,217
3963,2637
5428,2557
2296,4934
11361,290
2296,178
2296,2637
17456,1162
11700,1039
17078,124
17470,178
17475,1162
17476,290
17486,7486
17486,217
17486,106
17498,2162
17498,4670
14082,4694
14082,1156
14561,106
17512,217
17521,124
11427,178
17520,217
2426,1162
17057,1162
11427,2637
13357,124
17545,832
17556,438
17556,178
17531,106
17531,290
17553,716
17559,124
17559,290
13329,178
13329,1039
17145,4671
17031,290
17565,198
17565,178
17527,106
17550,106
10846,1156
17550,2087
17591,5648
9881,106
8674,290
17600,3204
17613,2162
17613,124
17613,217
15504,198
17633,2162
17634,974
15878,1039
17641,106
17644,2729
3733,8091
17659,290
17661,1162
17661,2162
17661,217
17664,290
10705,178
17664,106
17667,124
14708,198
17679,1162
17690,106
17690,1162
17690,9887
17615,1162
17701,3684
17701,106
17701,1156
13196,178
17713,7106
17713,2637
17712,178
17716,290
17716,659
17718,124
4219,198
9490,290
17373,217
17373,124
17731,106
655,1162
17732,290
17732,106
12418,124
17734,2162
17745,124
17751,4338
17752,178
17758,1514
17762,217
17763,974
17767,5325
5665,124
17768,124
17790,178
17775,198
17775,1162
15156,124
17792,3392
17788,659
17794,9518
17794,4721
14817,198
14817,991
15462,4981
17802,290
17802,106
17788,178
15337,198
8655,438
17818,2162
17818,290
17818,106
17818,1162
17823,290
6632,124
14378,178
17276,1162
16095,124
10599,198
17843,124
5334,373
10064,290
15667,4981
17613,290
15970,3850
17850,106
14541,5648
14541,198
17886,198
17886,178
15711,9957
17895,4151
17895,4721
17895,106
17895,290
17529,217
8460,217
17907,290
17907,217
17907,1156
17914,290
17914,252
9273,290
17916,716
17916,5004
192,198
17915,124
17917,178
17925,659
17925,4694
6174,106
17931,106
17941,2637
17947,1720
16888,106
8375,1162
17965,7770
17971,124
13525,3850
10278,4694
17977,290
17977,4694
17986,200
17766,7402
17990,4694
17997,1720
18002,2175
13421,290
16938,1720
18003,768
18009,1088
18009,178
17996,1156
17996,4694
18013,1162
14741,1162
18019,290
18021,2637
18022,178
18022,217
18022,290
18025,106
16181,198
18018,106
18018,1162
18026,9093
321,106
18010,217
8419,124
848,106
848,290
17656,200
5012,106
7351,106
17958,124
9050,178
14166,106
18088,7486
12023,290
12023,106
12023,1162
18093,124
18092,2162
8375,290
17820,2162
10430,106
6668,124
18113,290
18115,106
18115,7486
17787,106
17787,217
18134,768
18137,178
18137,124
7434,4338
16069,290
16069,4694
18141,124
13899,716
16949,252
16972,198
13347,4482
18163,3850
18166,4694
18166,106
18166,1162
18167,659
18176,4721
18176,7852
14423,1156
18180,7738
18195,1156
18201,1162
18201,1156
9112,106
18193,178
18213,290
16192,106
9989,124
15369,3850
18252,217
18256,9784
18261,2637
5238,290
18268,106
18270,1162
18278,178
18279,106
18279,1162
18279,1156
18279,252
18284,2921
18269,290
18291,2637
18294,217
18301,4981
18301,9518
16516,106
18309,2637
18312,106
16130,7486
18098,178
5896,178
12120,217
12120,124
12692,106
18334,106
18334,1720
2774,1039
18337,4694
18297,7366
18347,8836
16222,1162
14672,178
18359,124
17820,198
17820,106
5902,4338
5902,178
18365,290
18365,106
18367,9522
16774,178
18381,178
13628,252
18389,178
18389,2729
18392,124
18392,290
18384,178
18402,9957
18388,7770
11111,124
16440,4981
14945,106
14956,124
18437,178
12542,290
16139,200
2332,7486
13811,2411
13811,124
18475,2162
11486,290
13366,178
18475,198
18475,124
18475,290
18475,106
4677,106
18496,198
7775,6978
7775,4482
6402,1039
18507,200
18510,8845
18510,106
18510,1156
18510,1162
18510,3684
2456,290
10612,1522
4579,106
18339,2162
17945,2175
16340,7386
18533,1720
18535,4981
18542,8677
6548,2162
18552,4981
18410,2637
18569,106
18577,9891
14622,6726
18584,106
18575,4482
7434,7486
18590,124
16227,252
18592,178
5028,2162
18599,4694
18588,3850
18588,1162
18588,200
18602,9957
17708,8037
17708,2637
5468,124
18612,8764
18618,124
10931,8677
18599,438
18622,3546
17797,438
18632,1720
18632,4934
18638,4671
18644,2162
18650,2162
18653,2921
18655,217
18660,178
13905,178
10811,1156
18631,438
18685,106
5742,124
18696,106
18697,5643
18697,178
3170,106
18703,178
10602,252
18707,106
18725,7486
18728,106
18728,290
18735,5571
10973,178
9086,252
6208,1720
10301,974
1474,124
18748,217
18760,106
18759,5648
18671,124
11130,1514
9278,252
13421,659
18778,178
18778,290
18778,106
18786,2162
18786,124
7482,252
18799,106
18799,1162
18799,4694
18800,2327
10137,4981
18804,6467
18799,2175
18788,2637
18788,200
18744,469
18820,252
18727,217
14642,124
18007,252
11941,8845
1068,290
18775,1162
18870,4151
18870,4721
1558,124
18869,217
18869,974
18877,3766
18877,2087
18856,198
18856,1088
18892,290
13921,252
7295,106
18391,178
18911,2162
18915,2411
16791,659
18917,290
18928,178
5951,217
16210,217
18939,4694
18941,124
18596,2004
18596,7770
18960,106
18960,124
18960,290
18962,124
18967,4694
18949,6978
18949,200
18982,124
13973,1720
18978,178
18993,290
18993,659
18995,124
18995,290
18998,106
19000,4694
18892,198
19014,5571
19014,4981
19010,9070
13934,6057
19032,106
19032,8611
19032,252
19034,106
9674,7770
18657,1039
17382,252
19061,106
10855,290
19066,974
18657,8037
19071,5643
2719,2162
2719,124
19085,198
19088,106
19087,252
19025,1162
19100,252
5330,1162
19102,9784
19031,6288
19106,178
19109,178
18686,1156
19109,290
19109,2411
19112,252
10811,124
15113,252
19120,106
19120,1088
19125,2162
19125,7106
19130,217
12518,373
19099,1720
12518,4981
13308,106
19152,768
14156,198
16671,124
18246,9982
19168,124
19168,290
19173,106
19174,217
19180,1088
18865,7770
19196,252
5775,1088
19197,124
17913,252
19103,290
19210,3468
19213,4671
19210,200
14882,106
19219,178
2453,2411
19186,4671
19227,252
19186,3468
18085,290
19231,832
19238,106
19164,7770
19246,290
19246,106
18707,290
19253,2411
19254,217
19254,1162
19256,178
16613,4934
19262,2004
19264,217
17619,1156
19270,4694
19275,217
19275,106
4196,290
19266,4694
19282,2729
19286,106
19293,290
539,290
539,4671
14485,438
6970,1162
15145,124
9705,2411
11952,6871
19334,178
19332,106
19332,2729
19331,106
14156,7366
19338,124
19333,8120
1705,1522
19346,1162
19368,106
19368,4694
19368,290
19368,1162
12788,8677
128,2411
19295,4694
9278,1720
19295,290
10811,1162
15402,198
19398,4981
19398,124
19353,8037
19403,106
19403,1162
19403,4694
19402,8611
19406,106
16165,974
16101,438
19413,5648
19388,106
19388,1162
19417,124
19425,198
19425,768
13417,217
19449,1720
19363,106
17454,124
19463,106
19049,9982
19468,1162
19469,178
19473,106
19473,1162
19472,200
19488,1720
19488,4694
19490,2175
19499,4694
5987,974
18655,198
19515,1088
18009,290
18009,1162
19528,106
19532,178
19532,5667
3529,1164
3021,124
1130,124
19556,124
19557,178
3618,8836
13385,252
19308,124
19554,198
19577,4694
19577,1162
19586,106
19586,290
17181,124
3241,2637
19595,124
19604,200
19614,832
17478,974
19621,217
19622,8845
19626,991
19629,252
19620,106
6404,7486
19623,974
15469,1088
11978,290
11978,106
19661,469
19664,1162
19667,252
19669,373
4485,217
11592,106
19671,5571
11592,659
11592,4671
19676,124
19681,1088
19681,124
19681,7770
12985,252
6025,178
4392,438
18314,252
19703,106
19703,198
19703,290
19710,3850
19710,252
18038,3850
19714,4694
19721,252
19009,1039
9365,2162
17554,1039
5444,252
1928,3468
19752,1088
16847,1164
6937,1164
17609,178
19561,2729
19786,252
19765,252
19531,124
673,290
10926,2162
19808,1162
19827,768
17774,198
19831,5157
11613,290
19841,1162
19841,2557
19850,4694
18826,1162
19853,8120
664,217
7527,252
19865,252
19865,124
19863,106
10930,124
13240,8836
19595,198
18405,9696
19876,106
19879,124
19546,2411
17059,198
2567,991
19890,124
19219,9058
12826,252
1044,124
9311,9696
5573,290
19918,1162
18399,1164
19920,252
19925,106
19916,2327
19916,178
7239,252
19249,3546
19934,2327
19933,106
19933,290
12168,1792
15993,716
19953,832
14251,1720
19968,8037
18359,198
19651,2411
19651,8120
2151,178
2151,198
19976,106
19976,290
19979,178
19979,106
2151,106
19981,6467
19981,1156
2151,6288
16267,2175
16267,7738
4634,9522
19738,217
19993,4694
19993,217
20002,4981
761,198
19563,9696
17334,1720
20027,2637
20027,252
5990,198
20032,106
20034,2729
20034,1088
20034,124
20038,1162
15977,7366
20044,2175
20031,1088
20031,178
20045,252
20031,2729
20031,4981
20071,8845
20083,7386
20092,2679
20093,9784
14517,659
14517,2175
8793,438
20107,252
20120,252
20125,106
20125,7770
2555,217
20134,2004
20137,124
20137,991
15179,5648
6497,1522
20152,198
20152,106
20160,2162
20160,7738
20160,290
19320,290
20173,124
20108,217
20108,290
20187,198
20186,8091
2064,106
2064,178
8420,198
20201,106
20200,3468
20203,124
20207,124
20223,124
20245,1162
20246,7953
20248,178
20225,198
20252,124
20252,290
20259,2162
20262,124
18147,124
20271,106
20271,1720
20275,1156
20278,198
20275,6922
20293,2087
20300,124
20304,659
20304,1156
20306,252
20259,4670
20259,659
20301,124
20316,2162
20316,106
20316,1156
20316,2765
20332,290
20331,2557
20335,3684
13470,1156
20343,4981
20349,3392
20349,4981
20349,1088
20349,5571
20352,1162
20360,106
14682,1039
20363,290
20371,373
20015,252
2901,124
20388,3392
20389,4694
7899,9530
19246,9522
17355,124
20414,106
20426,9887
19895,106
9260,4981
19426,7015
17586,4934
4819,1164
19714,106
20453,106
20453,974
16036,1164
20461,659
20360,9957
20360,290
20470,8101
20470,178
19061,124
20478,2327
20485,8037
20486,1162
1984,1164
20503,373
16148,252
20512,252
20482,1088
20517,1164
20111,198
20534,1164
20536,4721
20536,5571
20536,4151
20538,178
20538,2921
20538,290
20538,1162
20538,659
20538,2729
20547,2411
20548,106
967,178
20560,1164
20560,8764
20565,2087
20565,1164
20568,2175
20569,974
20568,252
20561,1088
20559,106
15945,252
9619,217
9838,252
17554,1353
20580,290
3112,106
20583,974
20587,1088
7912,1088
9646,178
20530,290
20530,106
20610,178
20530,659
20530,1720
14311,252
14311,1164
17289,198
20608,252
8803,198
20628,1164
13825,991
20625,4694
20640,106
20634,124
3992,2637
20648,252
20667,200
20662,1088
20670,1164
20672,200
4438,124
19061,4671
10497,7852
20701,252
20711,1162
20711,290
20711,4694
20715,3468
20718,1088
20720,290
20720,124
14311,200
20121,290
20733,217
20733,9058
4629,1164
20742,124
14636,1164
19738,6467
20765,2729
20464,217
20785,106
20785,4694
20785,1156
20790,832
8415,2162
20021,9070
13050,1720
20793,290
18364,5004
20543,5325
7036,190
988,6288
18324,1162
20618,252
20318,190
20618,217
3427,190
20830,2557
20830,2004
19662,1164
20834,1162
20834,178
20834,3546
20827,106
20854,1088
20857,4694
20857,2729
20854,178
20860,8611
6301,6288
20714,832
20879,659
20879,7770
20891,1792
20880,373
6156,178
6156,217
18861,124
16217,768
20905,8845
20912,768
5949,178
20919,124
20918,252
20925,124
20940,124
17858,124
20940,1156
17858,290
