user_id,book_id,rating
880,974,3
131,5785,5
879,200,5
605,2087,2
885,6288,4
826,217,3
885,2679,3
899,3546,3
896,3468,4
595,2729,4
914,178,4
900,178,5
900,2921,4
900,3101,4
769,217,5
930,178,3
793,200,3
925,2004,4
925,217,3
925,178,4
458,198,3
936,6726,3
494,5648,4
769,3122,5
947,716,5
950,178,4
932,198,5
957,1514,4
943,373,4
961,373,5
933,3546,4
963,198,3
209,178,4
803,659,3
448,178,4
980,9070,2
980,3468,5
801,2004,4
973,200,5
968,198,3
982,178,3
550,217,3
1007,373,2
699,198,4
699,217,2
1011,974,3
1010,373,4
1024,178,3
1025,373,4
1030,198,3
926,373,3
1042,178,4
1044,198,5
1043,217,3
1049,974,3
1057,178,2
1010,5122,5
954,659,3
1058,659,2
1058,198,3
1023,178,5
156,198,5
1023,2921,4
1023,373,4
1074,200,5
1055,2087,2
1091,217,4
1000,178,4
462,178,4
702,4260,1
1010,178,4
1089,178,4
1089,2679,4
1089,198,4
547,2679,3
1089,217,3
1068,200,3
1068,373,4
1063,200,3
1063,2679,4
1011,373,4
151,217,4
1122,178,5
547,6726,3
1024,200,5
1030,200,3
1030,6726,4
1116,373,4
1068,198,4
452,178,4
452,198,4
1005,198,4
723,5648,3
1003,6467,4
690,200,3
929,217,5
7,373,4
1150,974,4
1166,217,4
1162,198,2
1135,373,3
1112,373,5
1172,200,5
1173,2679,4
1179,217,2
1145,373,5
1143,178,4
1115,2175,3
1115,2004,3
1184,6057,4
1160,217,4
1160,178,2
1196,4670,4
1196,3684,3
1196,217,5
1191,373,3
1195,2679,5
1157,4670,5
1193,2729,5
1144,217,3
1162,9784,4
1220,200,4
452,217,4
452,3284,3
1235,7080,5
226,198,3
872,4482,4
1219,6726,3
1096,373,5
1219,3684,4
1235,217,4
976,3468,2
1024,373,4
1246,373,4
1251,373,4
1254,198,5
1254,4671,3
1195,217,4
1225,178,3
1225,217,4
1225,2679,4
1225,2087,2
1261,178,3
1225,198,4
746,8120,4
1225,373,3
981,373,5
1008,198,4
1311,3546,5
407,178,4
1235,178,3
1047,7579,4
1270,198,4
1321,373,5
1019,1792,4
1326,178,2
1321,198,3
1326,198,3
1334,217,2
1335,373,4
1013,2729,5
1343,373,5
1346,2729,5
1346,373,5
1354,3101,4
1361,3284,2
1361,198,4
1356,373,5
1327,198,5
1343,178,4
1366,2921,5
1366,178,5
1260,5325,4
1260,200,4
1311,5648,4
1270,8677,4
1374,2729,5
1374,178,4
1374,2921,4
978,373,2
1254,9784,4
1290,2679,4
887,178,5
869,7386,5
1394,178,4
936,178,3
1259,2729,5
1259,198,5
1259,3468,5
1395,4671,4
1409,198,4
1409,6726,4
1411,217,4
1390,373,3
335,198,5
1403,2679,2
1406,2729,3
978,217,5
1424,5667,3
1131,5122,2
1411,373,5
1352,178,4
1352,2679,3
978,178,2
1444,178,3
218,7770,3
1353,1088,3
1437,217,5
1424,217,4
1430,6726,4
1448,217,4
1448,373,4
1448,178,5
1411,198,5
1453,217,4
777,974,3
1456,178,5
1353,198,3
1476,200,4
1476,217,4
1476,178,2
1449,2679,3
249,178,4
1449,198,4
1450,6627,3
1450,9585,2
1468,3546,3
783,5667,3
498,2729,5
1468,3468,3
1449,217,4
1403,198,4
1434,373,5
1503,2004,3
355,4260,4
907,178,5
1474,7080,5
1449,6726,4
1515,4671,2
1515,5667,5
1515,2087,2
1515,3284,3
1520,217,5
1520,2679,2
1520,178,5
1526,373,4
1437,200,3
1447,659,3
547,5667,3
1537,198,5
968,373,3
778,198,5
1464,198,4
1464,373,4
1542,178,3
1523,198,4
1523,178,4
1544,2087,4
1560,178,5
1560,373,5
1528,178,5
1572,6726,2
1547,178,2
1578,217,5
1520,6726,3
1578,5785,4
1073,178,2
1581,7579,3
1500,373,3
1565,217,4
1544,9070,4
1368,4260,2
1606,178,5
1608,178,5
1583,198,3
1583,6726,3
1518,178,4
1518,198,4
1518,7579,3
1595,373,4
1608,6726,2
1504,198,2
1619,4670,4
1612,178,4
1626,198,4
1626,178,3
1626,5785,5
1583,5122,5
1612,217,2
1634,2004,3
1616,1514,4
1485,2004,5
1485,5122,5
1501,373,2
1501,469,4
1086,200,3
1414,659,4
1532,217,4
1554,1088,4
1554,373,4
1554,200,4
1645,2679,3
1616,974,1
1607,198,3
1432,178,3
1671,6726,4
1561,178,5
1586,178,4
1586,198,3
1681,178,3
896,3122,4
1696,1792,5
1698,217,5
1710,659,2
1047,178,3
1696,2729,5
1722,659,4
1720,2004,5
1720,217,4
1449,178,5
1541,1088,5
1749,373,3
146,178,5
1350,178,1
1657,200,4
1657,8120,5
1752,217,4
1756,373,3
1720,659,3
1503,178,4
1752,1792,5
1760,373,4
1760,8611,3
1735,8535,5
1761,178,4
1761,198,4
1758,2921,5
1765,2004,4
1536,198,5
1761,469,3
1752,6467,4
1752,659,4
335,200,3
1091,1792,4
578,373,5
1763,178,3
566,217,2
815,178,4
815,2921,4
1723,8120,4
1723,178,3
338,178,5
1734,3101,5
797,217,3
1357,6840,4
1725,469,2
440,217,3
1790,7579,4
1811,3546,4
1806,7770,3
1798,373,3
1657,4482,3
1794,198,5
1350,373,5
1189,198,2
1144,178,4
1468,2004,4
1468,3284,1
1468,217,4
1820,217,3
1721,2729,5
1465,198,4
1465,217,5
1826,2679,3
1794,373,5
1586,2004,4
1833,217,4
1731,2004,3
440,198,3
1835,974,4
1503,5648,5
1723,3344,4
1850,178,5
1850,2004,5
1846,4671,5
1711,3546,5
1860,3546,4
1847,2004,5
1847,373,4
687,373,5
1811,217,5
1873,217,3
1860,217,3
578,200,3
1872,198,4
1883,373,3
1582,373,3
1772,217,4
1514,373,3
1889,373,4
1853,659,3
1889,178,3
1897,4671,3
1897,178,5
1897,198,3
1902,2679,5
1902,217,4
1902,198,3
1902,6726,3
1866,217,2
1886,217,5
1886,3546,4
1798,3101,4
1915,178,4
1915,200,5
1560,5157,5
1696,4671,3
1909,2087,3
1919,1514,5
1909,373,5
1922,2679,4
1583,200,4
1926,178,3
1932,200,3
1932,2637,5
1782,7106,5
1782,1088,5
1465,373,3
1912,1088,4
1913,1088,4
1935,198,5
1806,217,4
1825,198,4
1458,469,3
1992,178,5
1649,198,4
1936,373,5
1528,217,4
1740,178,5
2007,198,5
1989,659,3
2014,217,4
2014,659,4
1768,659,4
1740,469,5
2026,5325,4
2018,2004,3
1893,373,2
2029,2729,4
1574,6467,4
2035,178,4
2035,198,5
1866,6726,5
2035,373,4
683,198,3
91,4260,2
1880,4482,4
1690,200,4
2055,217,4
1977,974,2
1977,200,4
1977,217,4
1278,198,4
2055,659,3
2000,373,5
2000,217,5
594,1514,3
2067,178,4
712,217,5
712,178,4
237,198,5
133,2637,4
404,8611,4
2087,178,4
2087,2411,4
1274,200,4
2096,200,5
2096,373,5
2096,1088,5
1721,178,3
2103,373,4
2105,198,5
1408,217,4
1408,373,4
1408,200,3
1868,3468,4
1868,178,4
2093,200,4
928,6455,3
2119,373,5
2085,469,3
2108,1514,5
2123,373,4
2108,217,4
2101,373,5
2101,178,5
2124,373,3
956,5004,4
1657,217,3
318,198,5
2151,4482,4
2156,217,5
1753,178,3
1081,178,4
749,178,5
662,2087,1
2073,2087,4
780,3546,5
780,2679,3
2181,198,3
1672,200,4
2161,200,3
1081,198,5
1081,6057,5
2185,198,4
2136,217,3
2103,974,5
2102,198,3
2210,373,5
1234,469,1
1234,373,4
2215,217,4
2014,178,5
2209,5122,5
2080,373,3
2234,373,4
2237,178,3
2254,178,4
2253,178,5
1462,373,4
1462,4670,5
2254,8611,4
2267,217,3
2268,217,4
2254,2921,4
469,4671,4
2226,2557,5
2250,198,3
2250,200,5
2275,6455,4
2275,3344,5
2094,178,4
2245,198,4
2045,1514,3
2288,178,5
2288,373,4
1895,1792,5
147,373,4
2291,198,4
2184,373,3
2229,6840,4
2229,1792,4
2229,2411,4
2300,178,5
2302,4670,3
2302,373,1
2298,5122,3
2317,198,4
2317,6726,5
896,198,5
2329,198,5
2329,178,4
2331,373,3
2331,217,4
1942,217,3
1657,3392,3
2345,217,4
1851,4670,4
2348,178,4
2357,5325,4
2130,4670,3
1570,373,5
2359,2004,4
2218,2679,2
2359,178,4
2356,373,4
2376,5122,4
2389,198,5
2389,178,4
2397,178,5
2384,9522,5
2396,2087,2
2396,5157,3
2407,2004,5
2407,4670,4
2352,373,5
2397,3344,4
1582,4482,5
2373,6726,4
2162,1088,5
1069,8611,4
2316,373,4
2419,178,4
2294,3546,4
1772,373,5
2319,198,5
2292,198,5
1686,7738,4
2320,3284,2
2428,198,5
1254,6467,5
2430,4260,1
2095,217,5
2356,200,5
2409,5518,3
2446,217,4
1474,373,5
2108,6057,4
2454,5667,2
2457,9599,5
2459,2327,5
2464,832,4
2335,4671,5
2335,198,5
2333,178,5
2452,198,4
2338,217,5
2474,217,5
1117,2087,1
2478,217,3
2478,659,3
2253,217,4
2029,198,5
2029,6726,4
2489,217,4
2469,2411,3
1060,178,3
1060,200,3
1060,373,4
2477,373,3
2474,178,4
182,178,5
2477,178,4
2451,7080,2
2451,768,4
1060,198,3
2178,217,5
930,373,4
380,4260,1
2519,198,5
1173,3546,4
2512,2557,4
1968,6726,4
2525,178,4
2501,373,4
2501,200,5
2527,2004,5
2019,178,3
2497,3546,4
2019,373,5
2532,198,5
2534,4671,4
2530,217,4
2545,217,5
1252,6467,5
2542,178,4
2542,2921,3
2549,659,4
2218,5648,4
603,217,4
1055,5325,5
2575,373,4
2546,659,3
2565,178,4
2079,2004,3
2569,217,3
2589,217,4
2569,2004,4
2591,217,1
1681,198,4
2614,178,4
2622,198,1
2622,9522,4
2619,198,5
2619,7080,2
2624,178,4
2613,3101,5
2628,178,3
2628,1088,3
2466,178,3
2628,3392,4
2615,217,5
2633,200,5
2337,178,3
2337,1088,3
2337,200,4
2639,178,5
2639,198,5
2638,200,5
2643,2087,3
2645,5122,5
1867,7106,3
2647,2004,4
1681,2637,4
2650,198,5
2632,2175,4
2632,2004,3
1610,1088,4
1610,2175,4
1599,3284,2
1448,659,4
2469,6627,4
1756,3284,2
2579,373,4
2667,6467,5
2645,178,2
954,974,3
2622,1514,5
2294,178,3
2667,178,4
2645,1156,3
2705,6726,2
2704,659,3
2704,217,5
2702,3546,4
2705,373,4
2687,2004,1
2687,200,4
2702,217,4
2701,373,5
2713,2679,4
85,373,5
2726,200,4
2663,217,3
2663,373,4
2667,9070,4
2732,178,5
2713,2087,3
2613,469,4
1040,178,4
1040,5157,3
2727,200,4
977,2327,4
1049,178,4
2746,3344,4
2746,178,5
2716,217,4
2697,217,5
2746,8120,4
2746,5571,3
2746,4151,1
2198,974,5
2746,3392,3
2732,373,5
935,2004,3
935,3546,3
935,6726,2
2381,5785,4
2767,6057,3
2783,178,2
2450,469,3
2783,200,4
2295,716,3
2692,198,5
2788,178,3
2787,217,4
2766,5122,5
1040,974,1
1775,178,5
2800,2411,4
2811,832,5
1049,5122,5
1501,974,3
1117,659,4
2825,5157,3
2825,3122,5
2837,198,4
2837,3546,3
2839,217,4
2831,5122,5
2831,4670,5
2831,3684,4
2831,3344,5
2823,178,5
462,373,5
2319,178,3
2810,373,1
2810,4670,4
2852,3684,3
2214,178,5
706,2679,4
2844,7080,3
1096,2679,4
385,659,3
2830,9070,4
2830,178,3
2830,373,3
2830,2729,5
2737,200,2
2737,373,4
2852,198,3
2730,659,5
1336,1156,4
2654,2411,4
1534,373,5
758,716,5
2611,2637,4
2611,9599,5
2893,217,5
2193,2729,4
411,4260,1
2903,217,5
2889,2679,2
2889,9070,1
361,200,5
2827,200,5
1131,2729,5
2907,198,5
2909,217,5
2912,200,5
2913,373,4
2911,373,1
1838,716,3
2916,217,4
2907,6057,4
2907,5667,3
2281,373,5
2281,178,5
2815,200,3
2815,2411,4
2925,2679,4
2858,4670,5
2858,3546,4
1340,5122,4
2543,217,5
2948,373,4
2954,2087,5
2957,198,5
2953,5325,3
848,469,4
2709,178,5
2953,6726,4
2181,217,3
2965,217,5
2953,5122,3
2962,5785,2
476,2411,5
476,5667,4
2981,200,4
2859,198,3
2985,1156,5
2988,5004,4
2992,3546,2
1845,373,4
2438,178,5
2225,716,4
1704,198,5
1704,178,4
1003,6726,4
2954,2679,3
1010,200,4
1010,217,4
2717,178,4
2955,3344,5
2075,1156,4
1899,198,4
1899,178,4
2899,217,4
2747,8120,4
2934,659,3
3004,7080,2
2953,198,4
3024,832,5
2102,716,5
3022,974,3
2709,198,4
2922,5785,4
1271,178,3
3038,1156,5
3043,5518,5
2978,178,4
2978,373,4
1084,4338,4
3047,7080,1
3047,5648,4
815,1156,3
3053,198,4
2736,178,4
3068,3546,5
1734,178,3
2797,9070,2
2814,178,4
3076,1792,5
3076,198,4
3069,3546,4
3084,716,3
3084,178,5
3084,373,5
3029,178,5
459,217,3
1777,217,4
1310,3122,4
2985,198,4
3100,178,5
3098,2637,3
2809,6726,3
1327,2087,3
3085,373,3
3101,373,5
3105,2679,4
2974,217,1
2282,5785,3
2976,4670,3
3107,200,5
2931,469,5
3067,178,4
200,1156,4
2437,217,4
3074,198,5
3110,198,4
3107,373,4
3113,7080,4
3076,200,5
1539,6726,3
2009,178,3
3079,217,3
3049,198,2
3115,373,5
3124,2679,2
3086,178,3
3076,2729,5
3137,8037,3
2345,178,4
1836,200,4
3141,373,3
3147,178,4
413,1156,4
2516,373,4
738,1156,4
2764,4260,3
3061,198,4
3061,178,4
3141,2729,3
2740,198,3
3115,178,4
3157,178,3
3027,373,5
3151,373,5
3151,178,4
3170,198,5
3038,200,4
1930,217,5
3174,217,4
3174,3546,2
3168,217,4
3186,200,3
3097,373,3
3184,716,5
3029,3101,5
3029,217,4
3186,373,3
1493,178,2
3076,6726,3
1493,8677,4
283,178,4
2730,217,2
2889,1792,4
2768,373,5
3213,217,3
3217,178,5
3206,3122,4
3164,200,4
3216,178,3
879,2004,3
2920,217,4
2920,200,5
3227,2004,3
3227,217,5
2076,4151,5
3231,716,3
3233,178,4
2450,4260,1
3233,217,3
3233,200,2
3242,198,3
3242,178,3
2478,373,5
133,198,5
3245,198,4
3250,3101,5
3075,200,4
3245,3101,3
3253,2679,3
3242,200,5
1285,217,5
3246,1514,5
3123,178,3
2193,1156,3
3257,200,4
85,198,4
1706,198,4
3261,7080,4
3260,1088,3
1880,5648,3
3257,373,4
3263,178,5
385,1792,4
3269,217,3
630,768,4
3273,217,4
997,198,4
997,6057,4
997,6302,2
997,3101,4
3276,2004,3
3278,200,4
2824,198,4
3221,373,5
3253,5785,4
1244,373,4
2079,659,4
3293,373,5
3293,5785,5
3293,178,3
2853,373,4
2942,3468,3
3304,2729,5
3309,217,4
3306,5122,3
3229,7106,2
3311,3546,3
3316,5785,5
3316,217,5
3316,198,5
3318,6726,3
3318,198,4
3313,198,5
3327,198,5
3329,1156,4
3318,3546,4
3301,659,4
3176,1156,3
515,178,4
175,217,4
3331,373,4
3296,5122,5
916,178,5
3346,1514,4
3346,5122,4
3354,217,5
18,1156,4
3363,198,3
2260,1156,3
3368,4482,5
3368,716,5
3371,217,5
3331,200,3
3331,768,3
3331,5122,3
3313,2679,5
3023,1156,4
3320,217,2
3385,768,3
3074,5785,3
3296,198,5
3392,200,4
3394,2411,5
3383,217,3
3375,7080,2
3375,373,3
3397,217,2
3401,659,3
2371,217,5
3147,373,5
2928,2729,5
1166,1156,3
3407,178,5
2920,2921,5
3409,1088,4
3410,974,5
3425,2004,3
133,178,5
3269,3546,3
3433,4482,5
3433,373,5
2493,3546,4
2493,373,4
3447,1088,5
3455,7080,2
3448,373,3
3466,2004,4
1125,2679,3
3472,200,3
3475,2004,4
3478,5785,3
3475,198,5
3479,974,4
3484,974,4
515,4338,4
3485,217,3
3485,178,4
3470,9599,3
3486,2679,2
146,373,4
2122,659,5
3393,373,3
3296,4671,4
3296,469,4
3490,217,4
3492,178,2
3492,2921,4
3492,4671,4
3492,373,4
3474,373,5
3492,200,4
3492,217,3
3492,2729,3
3493,178,4
3409,178,5
1108,2679,5
3499,3468,2
3409,2921,4
3409,2729,4
3453,200,4
1164,3101,5
3409,200,5
3519,6057,4
3099,198,5
3453,1156,4
3530,200,5
338,373,5
3535,2004,4
982,198,3
3530,7738,4
3332,3122,5
3332,4670,3
1678,5667,5
783,1804,3
3545,373,5
3545,178,5
3546,178,5
3543,373,4
2269,3546,4
3555,2004,3
3555,6726,3
2440,2679,5
626,768,3
109,178,2
2675,1792,3
3563,2327,4
676,178,5
2758,2087,3
3422,3101,5
2937,200,5
3574,198,3
2586,373,5
2858,373,4
3499,4671,2
3499,5157,3
3499,9599,5
3585,832,3
3585,198,2
3585,178,3
3582,178,5
796,1156,3
3593,217,4
3583,217,4
2348,217,5
3601,659,4
3364,3546,4
703,198,4
703,217,4
3597,5122,5
2626,198,3
3597,373,5
1009,2679,5
3597,2921,5
3614,1792,3
2485,716,3
676,6302,4
3237,373,4
1123,6726,4
3243,3468,4
3582,5122,4
1514,8037,4
2474,1156,3
740,9599,2
3624,178,4
3328,8037,3
2763,178,3
3163,200,3
3624,5122,4
3624,2921,4
3624,7106,5
3620,198,2
3628,2729,4
2942,178,4
2554,2004,4
1902,1156,3
2554,373,5
2554,178,5
2554,3546,5
648,2729,5
2548,974,3
3628,373,5
676,200,5
676,373,5
2026,2729,5
3639,198,4
3640,716,4
2697,768,3
595,217,4
3659,2557,5
1406,4260,2
3661,178,4
3661,8611,5
3666,217,5
3671,1156,2
3671,373,5
3671,200,4
3671,1088,5
3634,659,4
1529,178,3
1529,217,4
3674,1156,5
3679,5785,4
3682,716,4
3358,1156,3
3665,198,4
3692,198,4
3699,373,2
3639,217,5
3705,2004,3
780,5667,5
2699,200,4
3713,200,5
2843,200,5
3001,716,1
139,7579,5
139,178,4
139,2921,4
139,5785,4
2067,373,4
3692,200,5
1689,2729,4
1579,198,4
1579,3101,4
1579,178,2
2000,1156,5
3424,373,5
3731,217,4
3721,7080,3
2376,7579,3
3741,5157,3
3741,198,5
3741,3122,4
3741,217,5
3578,178,4
3684,178,5
3747,6467,3
828,198,5
3752,198,4
3758,1156,5
3761,1156,4
3687,373,5
3771,5004,3
3736,2004,4
3768,8120,2
2112,217,3
3768,217,4
3771,2327,5
3767,200,3
3784,5122,3
3784,3684,4
3052,5122,3
3786,198,5
3052,217,4
3015,5518,5
3223,178,3
3792,198,5
3791,3546,4
263,217,5
3799,200,4
3571,1156,5
3805,178,4
3795,2087,3
3578,200,4
2536,178,4
3566,2087,4
3566,3284,4
3821,6726,3
3820,200,4
2105,178,4
3130,2327,2
3829,178,5
3678,217,4
3807,373,5
3665,373,4
3306,7579,4
3825,198,3
3291,2921,4
3826,4981,3
3840,200,5
28,2004,4
3842,5785,5
3826,198,3
3845,7770,5
3846,178,4
3846,2921,4
3847,178,4
3847,2921,5
3847,2004,4
3849,198,3
3847,373,4
3826,373,3
3858,373,2
3857,200,4
3857,178,4
1070,659,5
3872,217,4
3872,198,4
1519,217,4
3877,217,3
3857,6726,1
1666,1156,4
2398,198,4
3895,5004,3
3535,716,5
3888,659,4
3888,178,5
3719,7770,4
3908,200,5
3908,2087,3
3908,5667,3
2952,178,4
79,200,5
3918,178,4
3918,2921,4
1020,178,3
3628,7106,3
1832,9784,4
3565,217,4
79,178,4
3763,2679,4
3791,1514,3
3403,659,4
3942,217,4
624,1156,5
3845,716,3
3212,1088,4
3434,5648,4
3944,2729,4
3817,200,4
3949,4482,5
3735,198,4
26,1514,4
3951,178,4
2554,217,2
3959,178,4
1522,2004,4
3966,373,4
3920,198,5
3889,4482,2
3960,7080,3
3970,217,5
2879,6467,5
3955,1514,4
3891,716,3
3708,217,4
1600,373,4
3855,198,5
2225,7080,2
1600,974,3
2879,198,5
3300,974,5
1823,178,4
3990,5667,4
3970,178,3
4007,178,4
4007,198,4
79,198,3
3977,2087,5
4014,2729,5
4014,178,3
4014,2921,5
1070,178,4
3341,5122,5
3077,373,3
3306,1156,3
3996,217,2
850,178,2
3506,1156,1
4036,373,3
3996,5122,3
2710,1156,4
3684,198,5
2642,178,5
3856,217,2
4051,1156,4
4051,373,5
1703,217,4
961,2004,5
4029,178,5
2159,716,2
4029,217,4
3960,1514,5
3960,217,5
4037,2175,5
3794,974,4
3794,2175,5
4061,217,1
4061,2679,3
4022,6726,4
4066,2679,3
4055,1514,4
3882,1514,5
4055,7738,4
4067,1156,5
4067,469,3
4067,659,5
3961,7738,3
3592,178,4
3592,373,5
1553,1088,5
4076,200,4
4082,4482,2
4082,3468,3
4083,217,4
4087,217,5
3871,659,5
4058,198,5
4058,178,5
4087,178,4
733,1792,5
954,1156,3
4087,1156,4
4098,200,5
4097,3392,4
4097,6455,4
4047,1156,3
3953,373,5
4110,178,4
4097,4981,5
2819,716,4
2057,4482,5
2057,198,5
3708,178,3
3708,1088,4
4125,198,5
3444,178,4
4072,373,5
4124,178,5
4124,4671,4
4138,178,4
4138,373,4
4124,200,4
4147,373,3
4147,178,5
3536,2004,4
4000,373,5
4100,1088,3
4092,198,5
3431,198,5
4171,5648,5
3626,1792,5
4185,832,5
3229,217,4
4188,2729,5
3543,974,3
3713,5643,4
3713,4151,4
4027,4670,4
4202,217,3
4202,1156,4
4184,200,5
2445,178,3
4040,373,2
3912,198,4
3912,2087,4
3912,3122,3
4078,2004,3
2129,178,4
4183,198,5
1466,373,5
2793,6726,3
818,5648,3
4190,3122,5
4190,198,5
4234,8037,5
4238,200,4
4238,373,4
4205,2004,4
1102,1514,5
4202,2729,5
3713,3392,5
3243,217,4
4253,373,5
4228,198,3
4228,178,5
4167,5648,3
1214,1156,3
3022,1156,3
4233,178,3
1677,716,4
4207,4670,4
4212,198,5
3910,198,4
3910,200,3
4273,178,4
3910,2004,5
1800,7080,3
4291,832,3
4277,2004,4
4277,373,4
3094,1156,5
4307,178,4
4274,373,5
4174,2004,4
1931,2411,5
4298,2679,1
4246,7579,3
4314,373,5
3842,198,5
3148,4981,5
3148,3122,3
1329,1088,4
1329,178,4
1329,2921,4
3737,198,4
1188,5648,4
4347,3684,4
4119,217,2
4350,1514,5
637,198,4
637,6922,5
3415,217,5
4358,373,4
3415,2175,5
4363,373,5
4101,217,3
4359,1156,4
4359,373,5
2339,217,4
4100,178,4
4381,1792,5
4366,7106,5
4376,178,2
4364,200,3
2117,716,3
4191,5004,2
4329,200,3
4000,7579,3
4153,1156,3
4153,373,4
923,198,3
923,373,3
4194,716,3
4413,178,3
4418,178,4
4080,6726,2
709,373,5
4174,373,4
4388,7080,4
248,7579,4
3545,4670,4
4097,9231,5
4347,832,3
4347,200,3
4347,178,4
4444,198,5
4444,200,4
4454,198,5
3498,4260,4
4456,1156,5
4456,217,5
4176,198,5
4473,198,4
4474,659,4
4445,8611,3
4476,469,2
4274,198,5
4480,3101,5
4463,974,3
4488,178,4
4451,217,5
709,200,4
4494,659,4
4500,2087,3
4500,6726,5
4500,198,5
908,7579,4
4461,198,5
4146,2921,3
606,2679,4
4509,198,4
4509,3468,4
484,198,4
4490,178,4
4528,200,4
4200,217,1
4530,3468,3
4533,5122,4
4533,1156,3
4514,178,2
3046,198,4
4514,2004,4
1882,832,4
229,6726,4
279,2637,4
2672,1156,4
4547,9522,4
2316,217,4
229,2679,4
4563,217,3
4511,3122,2
4567,4671,3
4567,3468,1
4567,5667,2
4567,3284,1
4567,5157,2
4567,2087,1
1281,4670,4
1309,4670,4
126,1156,4
2928,198,5
3788,217,4
2646,178,5
4592,178,4
4587,2087,3
4592,198,3
4592,2679,3
4589,217,4
4595,5122,3
4595,4670,5
4373,200,5
2198,2729,5
4610,5122,4
4372,5122,4
4468,3284,2
4587,198,4
832,178,4
832,2004,3
4604,7579,2
4622,178,4
748,178,5
4627,373,5
4315,3122,5
4004,6726,3
832,7106,3
4632,832,4
4466,1792,4
4560,198,4
4561,178,3
4561,2729,5
4294,373,3
4663,178,2
4380,1514,3
4104,2175,3
4665,178,5
4585,217,5
3532,198,5
3532,2004,5
4653,198,4
4653,373,4
4119,198,3
4379,198,5
4677,1156,5
4490,198,5
4018,3122,5
4687,4671,5
2908,1514,5
3826,4670,4
4104,217,4
4210,2004,3
4695,832,2
4671,200,3
4671,8120,5
4684,8037,4
4693,198,5
2418,5157,4
4693,373,5
4679,2411,4
4679,2004,4
4594,200,5
4020,2679,2
4691,217,4
3644,659,3
68,4260,2
4711,2679,3
4725,178,4
221,3392,4
4714,1156,3
243,2729,3
4729,4981,4
2038,1156,5
4606,373,4
3091,974,5
4747,178,5
4732,178,5
4747,373,5
4599,198,4
4556,469,3
4671,4981,4
3972,4482,4
4663,198,2
4755,2679,5
4617,178,4
4769,178,4
4639,178,5
4737,5648,4
4764,1156,5
4773,217,4
4764,198,5
4773,2004,5
4004,9070,3
4544,6726,4
4737,198,3
4780,217,5
