goodreads_book_id,tag_id,count
5158,2312,7
5158,32686,7
5158,6750,7
5158,15169,6
5158,22689,6
5158,21989,6
5158,4985,6
5158,28219,6
5158,2277,5
5158,25438,5
5158,11798,5
5158,500,5
5158,3371,4
5158,30521,4
5158,5051,4
5158,32708,4
5158,19316,4
5158,22459,4
5158,22452,4
5158,22466,4
5158,605,4
5158,2326,4
5158,28225,4
5158,615,3
5158,5444,3
5158,611,3
5158,30672,3
5158,14467,3
5158,923,3
5158,18051,3
5158,19524,3
5158,32099,3
5158,25630,3
5158,617,3
5158,22455,3
5158,11776,3
5158,503,3
5158,30109,3
5158,24748,3
5158,22457,3
5158,16961,3
5158,13166,3
5158,3389,2
5158,5090,2
5158,25151,2
5158,25150,2
5158,27556,2
5158,14064,2
5158,31656,2
5158,24995,2
5158,805,2
5158,7921,2
5158,4968,2
5158,5393,2
5158,487,2
5158,9730,2
5158,3297,2
5158,829,2
5158,5080,2
5158,2156,2
5158,3970,2
5158,24986,2
5158,12867,2
5158,22458,2
5158,11801,2
5158,32684,2
5158,24978,2
5160,30574,13819
5160,8717,309
5160,21689,165
5160,4605,126
5160,19733,102
5160,21773,78
5160,22456,66
5160,3611,58
5160,22743,57
5160,11557,56
5160,5207,54
5160,22449,53
5160,19742,45
5160,1753,35
5160,22451,33
5160,23831,32
5160,19518,30
5160,11743,28
5160,11665,26
5160,7457,25
5160,22465,23
5160,4615,21
5160,18045,19
5160,9221,17
5160,22753,16
5160,19738,16
5160,4594,15
5160,20774,13
5160,32686,13
5160,20849,10
5160,30521,10
5160,2277,10
5160,4949,10
5160,4611,10
5160,32586,9
5160,22153,9
5160,17213,8
5160,18367,8
5160,15626,8
5160,1762,8
5160,22689,7
5160,10197,7
5160,8055,7
5160,31656,7
5160,24807,7
5160,2515,7
5160,28384,6
5160,3616,6
5160,11673,6
5160,3596,6
5160,4561,6
5160,3614,6
5160,4600,6
5160,3608,6
5160,11644,6
5160,22453,6
5160,1754,6
5160,27199,5
5160,15169,5
5160,14064,5
5160,14764,5
5160,2271,5
5160,2312,5
5160,10093,5
5160,23931,5
5160,23802,5
5160,4685,5
5160,1750,5
5160,22452,5
5160,829,5
5160,22034,4
5160,20824,4
5160,25151,4
5160,25153,4
5160,2313,4
5160,25147,4
5160,11221,4
5160,14552,4
5160,5180,4
5160,4737,4
5160,1761,4
5160,4718,4
5160,19735,4
5160,32099,4
5160,781,4
5160,22643,4
5160,4607,4
5160,1746,4
5160,19749,4
5160,22459,4
5160,2158,4
5160,22466,4
5160,31264,4
5160,11675,4
5160,23804,4
5160,19517,4
5160,27535,3
5160,30755,3
5160,30756,3
5160,473,3
5175,30574,3515
5175,11743,246
5175,22456,70
5175,22449,68
5175,11557,51
5175,1753,45
5175,22465,40
5175,6750,37
5175,22451,32
5175,8717,29
5175,4949,28
5175,5207,25
5175,22743,24
5175,26138,23
5175,27199,20
5175,8055,20
5175,8067,20
5175,1762,15
5175,12948,14
5175,1758,13
5175,1642,12
5175,1659,11
5175,9221,10
5175,18045,10
5175,17902,10
5175,22453,10
5175,18367,9
5175,22153,9
5175,21989,8
5175,1754,8
5175,15169,7
5175,611,7
5175,1761,7
5175,8656,7
5175,22753,6
5175,20774,6
5175,32686,6
5175,25145,6
5175,22459,6
5175,32724,6
5175,14659,6
5175,2104,5
5175,20849,5
5175,17213,5
5175,14764,5
5175,18326,5
5175,9886,5
5175,18051,5
5175,4985,5
5175,25630,5
5175,11644,5
5175,19935,5
5175,500,5
5175,1877,5
5175,23187,5
5175,24960,4
5175,22689,4
5175,2277,4
5175,20288,4
5175,25438,4
5175,4718,4
5175,4971,4
5175,4959,4
5175,32099,4
5175,22944,4
5175,5051,4
5175,6766,4
5175,4968,4
5175,608,4
5175,2158,4
5175,22466,4
5175,14092,4
5175,605,4
5175,829,4
5175,22034,3
5175,3392,3
5175,30521,3
5175,18640,3
5175,27556,3
5175,14064,3
5175,11221,3
5175,10094,3
5175,19524,3
5175,11978,3
5175,4685,3
5175,4975,3
5175,23349,3
5175,6729,3
5175,32726,3
5175,32708,3
5175,30766,3
5175,617,3
5175,22816,3
5175,9730,3
5175,503,3
5175,28014,3
5175,4705,3
5175,4701,3
5175,32725,3
5175,22457,3
5180,30574,10336
5180,11743,384
5180,11557,113
5180,22456,74
5180,8717,69
5180,22449,67
5180,25647,50
5180,5207,47
5180,22451,42
5180,4949,37
5180,1659,35
5180,22465,34
5180,22743,31
5180,8055,30
5180,7852,25
5180,8067,23
5180,14487,23
5180,22034,21
5180,12948,19
5180,9221,18
5180,1642,17
5180,28384,17
5180,18367,15
5180,18326,14
5180,22753,13
5180,22689,13
5180,22153,11
5180,20849,10
5180,32686,10
5180,28204,10
5180,9886,9
5180,5051,9
5180,7116,9
5180,22453,9
5180,33114,8
5180,21989,8
5180,11221,8
5180,11497,7
5180,18045,7
5180,25438,7
5180,6750,7
5180,7557,7
5180,20774,6
5180,15169,6
5180,26138,6
5180,4985,6
5180,7077,6
5180,499,6
5180,11590,5
5180,2104,5
5180,11505,5
5180,3371,5
5180,27535,5
5180,2277,5
5180,30672,5
5180,15174,5
5180,3377,5
5180,19524,5
5180,28218,5
5180,22466,5
5180,4915,5
5180,28215,5
5180,17213,4
5180,5180,4
5180,5481,4
5180,30339,4
5180,22643,4
5180,11644,4
5180,22455,4
5180,605,4
5180,14083,4
5180,28183,4
5180,500,4
5180,12965,4
5180,3392,3
5180,27556,3
5180,14064,3
5180,18318,3
5180,32586,3
5180,14467,3
5180,25148,3
5180,25114,3
5180,12315,3
5180,22344,3
5180,1645,3
5180,22944,3
5180,25517,3
5180,31557,3
5180,30766,3
5180,22733,3
5180,9730,3
5180,25685,3
5180,25674,3
5180,30577,3
5180,22463,3
5180,23993,3
5180,829,3
5180,8654,3
5180,22457,3
5180,22464,3
5181,30574,6576
5181,11743,271
5181,8717,99
5181,22456,81
5181,22449,62
5181,5207,46
5181,22451,42
5181,22743,37
5181,11557,34
5181,22465,31
5181,4949,30
5181,14487,22
5181,6750,21
5181,9221,20
5181,22753,19
5181,8067,18
5181,11221,18
5181,12948,17
5181,8055,15
5181,1659,14
5181,22453,12
5181,20849,11
5181,18045,11
5181,28204,11
5181,22034,10
5181,9886,10
5181,503,10
5181,15169,8
5181,22153,8
5181,28215,8
5181,1642,7
5181,21989,6
5181,27535,6
5181,22352,6
5181,5051,6
5181,4968,6
5181,22459,6
5181,4915,6
5181,7557,6
5181,20774,5
5181,22689,5
5181,18367,5
5181,18326,5
5181,32586,5
5181,15174,5
5181,1416,5
5181,5180,5
5181,23349,5
5181,22733,5
5181,28218,5
5181,11219,5
5181,597,5
5181,9820,5
5181,3371,4
5181,14064,4
5181,2277,4
5181,14467,4
5181,4985,4
5181,4967,4
5181,11226,4
5181,22466,4
5181,11590,3
5181,19524,3
5181,5427,3
5181,31505,3
5181,9484,3
5181,29316,3
5181,22344,3
5181,32686,3
5181,4971,3
5181,5481,3
5181,9477,3
5181,22944,3
5181,15392,3
5181,11798,3
5181,9537,3
5181,9538,3
5181,28839,3
5181,22463,3
5181,22452,3
5181,11776,3
5181,5224,3
5181,30109,3
5181,22255,3
5181,12965,3
5181,22457,3
5181,25052,3
5181,22464,3
5181,20126,3
5181,22731,3
5181,31656,2
5181,23005,2
5181,19316,2
5181,6131,2
5181,829,2
5181,5080,2
5181,5280,2
5181,22707,2
5181,20500,2
5181,28290,2
5186,30574,782
5186,11743,500
5186,8717,210
5186,11557,98
5186,13856,98
5186,14487,80
5186,22449,70
5186,22456,69
5186,5207,60
5186,6274,60
5186,22743,59
5186,4949,40
5186,1753,39
5186,8055,38
5186,22451,37
5186,22034,35
5186,22465,34
5186,18045,32
5186,18367,32
5186,2224,32
5186,1659,29
5186,206,27
5186,8067,25
5186,32686,23
5186,18326,22
5186,7852,20
5186,1642,20
5186,22753,19
5186,21989,19
5186,17213,18
5186,21689,18
5186,9221,17
5186,15698,17
5186,6276,17
5186,30521,16
5186,19733,16
5186,199,15
5186,32586,14
5186,20849,13
5186,21437,13
5186,12948,13
5186,14467,13
5186,22689,12
5186,18318,11
5186,923,11
5186,26735,11
5186,11665,11
5186,3579,11
5186,11644,11
5186,2241,11
5186,14764,10
5186,30672,10
5186,19742,10
5186,24057,10
5186,32688,10
5186,15312,10
5186,5051,9
5186,17639,9
5186,2928,9
5186,22453,9
5186,22153,9
5186,32724,9
5186,204,9
5186,10332,9
5186,15169,8
5186,10197,8
5186,23802,8
5186,2242,8
5186,3392,7
5186,25151,7
5186,25150,7
5186,31656,7
5186,25438,7
5186,11643,7
5186,8683,7
5186,205,7
5186,32666,7
5186,25152,6
5186,3371,6
5186,27535,6
5186,20288,6
5186,11221,6
5186,10093,6
5186,3358,6
5186,26740,6
5186,24807,6
5186,20512,6
5186,22733,6
5186,8656,6
5186,20622,6
5186,1499,6
5186,2226,6
5186,2244,6
5186,8666,6
5186,2225,6
5186,25506,5
5186,29316,5
5186,829,5
5186,23803,5
5186,23804,5
5190,30574,12706
5190,11743,462
5190,8717,133
5190,6750,89
5190,22456,81
5190,22449,74
5190,5207,61
5190,11557,54
5190,8055,51
5190,4949,46
5190,22451,44
5190,22743,42
5190,8067,40
5190,10436,39
5190,22465,36
5190,1659,29
5190,18045,27
5190,26138,27
5190,22034,26
5190,1642,25
5190,21989,23
5190,32708,22
5190,22753,21
5190,9621,21
5190,12948,19
5190,3389,17
5190,32726,15
5190,3392,13
5190,3371,13
5190,25438,13
5190,9221,12
5190,15169,12
5190,10210,12
5190,20774,11
5190,9886,11
5190,30766,11
5190,22453,11
5190,22153,11
5190,17213,10
5190,5051,10
5190,25146,10
5190,605,10
5190,4290,10
5190,20849,9
5190,18367,9
5190,32686,9
5190,597,9
5190,22689,8
5190,10197,8
5190,2277,8
5190,11243,8
5190,6729,8
5190,11503,7
5190,3358,7
5190,25630,7
5190,13962,7
5190,608,7
5190,11500,7
5190,12600,6
5190,3379,6
5190,617,6
5190,11776,6
5190,25152,5
5190,615,5
5190,18326,5
5190,31656,5
5190,609,5
5190,18054,5
5190,3377,5
5190,18284,5
5190,5481,5
5190,6766,5
5190,4968,5
5190,11798,5
5190,22459,5
5190,22452,5
5190,4289,5
5190,27535,4
5190,30521,4
5190,25150,4
5190,18640,4
5190,14064,4
5190,20288,4
5190,30672,4
5190,32586,4
5190,11221,4
5190,15174,4
5190,24999,4
5190,18051,4
5190,1416,4
5190,9477,4
5190,4959,4
5190,11226,4
5190,22733,4
5190,11644,4
5190,8069,4
5190,829,4
5190,18377,4
5190,25151,3
5190,5360,3
5306,30574,2396
5306,21689,1026
5306,31155,995
5306,7457,708
5306,19733,426
5306,21773,406
5306,11557,263
5306,4605,173
5306,7404,158
5306,22743,154
5306,5207,147
5306,8717,133
5306,18367,132
5306,19742,118
5306,28623,112
5306,2277,99
5306,4949,99
5306,11743,79
5306,4615,77
5306,2313,70
5306,9684,69
5306,1691,67
5306,3389,63
5306,16563,61
5306,14552,59
5306,2580,56
5306,22753,53
5306,3611,53
5306,3371,52
5306,2271,50
5306,3392,48
5306,31656,45
5306,923,42
5306,31190,42
5306,18045,40
5306,31186,37
5306,30521,36
5306,2335,36
5306,9221,34
5306,32077,34
5306,450,32
5306,1642,30
5306,20774,29
5306,22034,29
5306,19738,29
5306,2104,27
5306,25987,27
5306,20849,24
5306,32586,24
5306,18328,24
5306,22689,23
5306,3358,22
5306,31162,21
5306,21656,21
5306,11590,20
5306,17213,20
5306,25151,19
5306,7423,18
5306,3379,18
5306,20282,18
5306,15048,18
5306,4594,18
5306,2305,18
5306,10891,18
5306,31528,18
5306,11505,17
5306,11497,17
5306,11503,17
5306,3377,17
5306,27535,16
5306,30755,16
5306,14764,15
5306,21660,15
5306,19735,15
5306,21989,14
5306,26735,14
5306,7478,14
5306,21662,14
5306,760,14
5306,25150,13
5306,14467,13
5306,24993,13
5306,1416,13
5306,3616,13
5306,31174,13
5306,2287,13
5306,24960,12
5306,15169,12
5306,10197,12
5306,30672,12
5306,21195,12
5306,19737,12
5306,4568,12
5306,21685,12
5306,8683,12
5306,1128,11
5306,19524,11
5306,31156,11
5306,32865,11
5306,829,11
5932,11557,529
5932,30574,352
5932,7457,231
5932,28261,102
5932,26138,99
5932,22743,92
5932,23821,92
5932,5207,68
5932,23816,62
5932,11743,59
5932,17639,52
5932,23831,51
5932,6999,45
5932,17640,44
5932,18367,41
5932,11590,39
5932,30521,39
5932,22753,34
5932,10862,34
5932,923,31
5932,17645,31
5932,33860,31
5932,7404,29
5932,9221,26
5932,7000,25
5932,21656,23
5932,18640,22
5932,18045,21
5932,31133,20
5932,32586,19
5932,21662,19
5932,10859,19
5932,22855,17
5932,21660,16
5932,15409,16
5932,20849,15
5932,25152,15
5932,21689,15
5932,17644,15
5932,20774,13
5932,25151,13
5932,25150,13
5932,28189,13
5932,25195,13
5932,8717,12
5932,24960,12
5932,11497,12
5932,18353,12
5932,23860,12
5932,30781,12
5932,2104,11
5932,20731,11
5932,28269,11
5932,10573,11
5932,15169,10
5932,11505,10
5932,21773,10
5932,23171,10
5932,4461,10
5932,17653,10
5932,15424,10
5932,10197,9
5932,26735,9
5932,31140,9
5932,11570,9
5932,7390,9
5932,7001,9
5932,27535,8
5932,1078,8
5932,32799,8
5932,17638,8
5932,23812,8
5932,23838,8
5932,1128,7
5932,22689,7
5932,25153,7
5932,18318,7
5932,24997,7
5932,7565,7
5932,414,7
5932,17658,7
5932,28267,7
5932,23857,7
5932,23865,7
5932,21333,7
5932,17662,7
5932,6382,7
5932,23815,7
5932,1642,6
5932,783,6
5932,20282,6
5932,22816,6
5932,829,6
5932,23853,6
5932,17659,6
5932,31825,6
5932,23819,6
5932,10572,6
5932,14442,6
5932,18341,6
6319,30574,6942
6319,6953,2070
6319,11305,2001
6319,6888,971
6319,6828,963
6319,6895,880
6319,7457,786
6319,17124,708
6319,5207,586
6319,6960,489
6319,25992,426
6319,22743,397
6319,6838,342
6319,19974,334
6319,17129,330
6319,6829,276
6319,15048,255
6319,32989,218
6319,1691,217
6319,7404,206
6319,6920,205
6319,11590,202
6319,6914,176
6319,22753,159
6319,16799,159
6319,25152,145
6319,6847,137
6319,6866,136
6319,6840,132
6319,25014,129
6319,6597,129
6319,33165,128
6319,3392,111
6319,3389,107
6319,16805,106
6319,26735,106
6319,24960,105
6319,20774,102
6319,6977,102
6319,12680,100
6319,6976,99
6319,6909,96
6319,22034,95
6319,25020,89
6319,5751,84
6319,15067,83
6319,12600,82
6319,17090,80
6319,15169,79
6319,6973,75
6319,25034,74
6319,20785,73
6319,3371,72
6319,13162,68
6319,20849,67
6319,25033,67
6319,6949,66
6319,34247,66
6319,6843,63
6319,21892,63
6319,11743,62
6319,11557,61
6319,923,61
6319,4021,61
6319,5090,60
6319,24999,59
6319,2104,58
6319,17206,58
6319,17086,57
6319,6836,56
6319,25305,56
6319,18886,55
6319,10641,55
6319,10644,54
6319,10397,54
6319,7725,54
6319,6948,53
6319,25765,52
6319,11505,52
6319,22689,52
6319,12323,52
6319,6857,51
6319,10404,51
6319,25329,50
6319,30521,49
6319,5161,49
6319,7484,48
6319,25234,44
6319,6891,44
6319,21989,43
6319,6905,43
6319,8717,42
6319,11497,42
6319,6841,41
6319,1078,40
6319,5231,40
6319,16757,40
6319,20824,39
6319,831,38
6319,829,38
6514,30574,24581
6514,8717,1718
6514,11557,1560
6514,7457,1423
6514,11743,819
6514,11665,342
6514,18326,303
6514,22743,287
6514,8055,282
6514,21689,277
6514,5207,258
6514,11673,235
6514,236,229
6514,17213,216
6514,24960,210
6514,7478,209
6514,7404,197
6514,11590,166
6514,20849,164
6514,251,163
6514,7423,161
6514,2104,158
6514,26251,158
6514,25151,157
6514,18318,155
6514,11505,154
6514,12948,152
6514,19786,149
6514,26735,148
6514,20774,143
6514,19788,143
6514,15169,138
6514,30573,138
6514,25438,135
6514,21773,133
6514,10197,129
6514,28936,123
6514,11497,122
6514,9886,117
6514,25152,115
6514,21437,115
6514,25167,112
6514,30635,110
6514,25149,104
6514,3392,101
6514,25153,101
6514,13207,101
6514,3611,100
6514,22689,99
6514,7422,99
6514,26256,96
6514,31656,96
6514,22034,95
6514,11491,92
6514,22753,91
6514,30672,90
6514,4949,90
6514,30860,89
6514,20731,87
6514,10210,85
6514,7668,84
6514,25765,83
6514,18367,83
6514,1416,78
6514,14487,77
6514,31505,76
6514,3371,74
6514,5051,74
6514,32688,73
6514,8067,72
6514,1137,70
6514,18292,69
6514,1128,68
6514,831,66
6514,1642,65
6514,24493,65
6514,781,64
6514,21274,63
6514,25011,61
6514,25147,60
6514,20824,59
6514,25114,59
6514,19733,59
6514,3605,59
6514,24999,58
6514,829,58
6514,20288,57
6514,5510,57
6514,24526,57
6514,25506,56
6514,5481,56
6514,3885,56
6514,2106,55
6514,24996,55
6514,32080,55
6514,2277,54
6514,2271,54
6514,248,54
6514,9477,54
6514,22330,53
7432,30574,3854
7432,20939,988
7432,14487,397
7432,11743,241
7432,20926,197
7432,8717,190
7432,27199,136
7432,14467,115
7432,14519,87
7432,3389,77
7432,3371,68
7432,10641,67
7432,18955,64
7432,3392,54
7432,5751,45
7432,18045,42
7432,8517,38
7432,16038,38
7432,20989,37
7432,11557,35
7432,20994,35
7432,3379,31
7432,32914,29
7432,1642,27
7432,14552,25
7432,3377,24
7432,8429,22
7432,22743,21
7432,17213,21
7432,20971,21
7432,9336,20
7432,12452,20
7432,32130,20
7432,20986,20
7432,1659,19
7432,14518,18
7432,32905,16
7432,3358,14
7432,11780,14
7432,5746,14
7432,25151,13
7432,25148,13
7432,18051,13
7432,18956,13
7432,32562,13
7432,5207,12
7432,9221,12
7432,22689,12
7432,10197,12
7432,5778,12
7432,5748,12
7432,18054,11
7432,24997,11
7432,20963,11
7432,32686,11
7432,18525,11
7432,420,11
7432,31430,11
7432,8428,11
7432,32561,11
7432,25152,10
7432,10932,10
7432,32806,10
7432,25149,9
7432,24999,9
7432,25000,9
7432,20957,9
7432,9360,9
7432,5481,9
7432,25147,8
7432,923,8
7432,18284,8
7432,24526,8
7432,5779,8
7432,22034,7
7432,11503,7
7432,10093,7
7432,24995,7
7432,14539,7
7432,32811,7
7432,11550,6
7432,25150,6
7432,23037,6
7432,8533,6
7432,21003,6
7432,24992,6
7432,5776,6
7432,5747,6
7432,414,6
7432,8427,6
7432,18954,6
7432,25153,5
7432,24996,5
7432,4949,5
7432,29316,5
7432,22618,5
7432,32724,5
7432,829,5
7432,20936,5
7432,14599,5
7433,30574,2946
7433,20939,852
7433,14487,328
7433,11743,201
7433,8717,187
7433,20926,172
7433,27199,121
7433,14467,101
7433,14519,74
7433,3371,63
7433,3389,62
7433,10641,57
7433,18955,56
7433,5751,44
7433,18045,39
7433,8517,37
7433,16038,35
7433,3392,31
7433,20989,30
7433,17213,28
7433,20994,24
7433,3379,24
7433,32914,24
7433,1642,23
7433,9336,23
7433,22743,21
7433,11557,20
7433,14552,20
7433,3377,18
7433,8429,18
7433,20986,17
7433,1659,16
7433,18956,16
7433,5207,15
7433,420,15
7433,20971,15
7433,14518,15
7433,10197,13
7433,2938,13
7433,32905,13
7433,25151,12
7433,32130,12
7433,25147,11
7433,3358,11
7433,18051,11
7433,18525,11
7433,5746,11
7433,5779,11
7433,32561,11
7433,9221,10
7433,20963,10
7433,25148,10
7433,11780,10
7433,414,10
7433,5778,10
7433,32562,10
7433,24997,9
7433,24999,9
7433,11503,8
7433,25149,8
7433,32686,8
7433,32806,8
7433,22034,7
7433,25152,7
7433,22689,7
7433,18054,7
7433,923,7
7433,10093,7
7433,25000,7
7433,9360,7
7433,5481,7
7433,14539,7
7433,8428,7
7433,18954,7
7433,20957,6
7433,11978,6
7433,5776,6
7433,31430,6
7433,32811,6
7433,25153,5
7433,11643,5
7433,8527,5
7433,8533,5
7433,24996,5
7433,18284,5
7433,10094,5
7433,10932,5
7433,11803,5
7433,23292,5
7433,3166,5
7433,20662,5
7433,2450,5
7433,5773,5
7433,4405,5
7433,20967,5
7433,10660,5
7433,9657,5
7433,5748,5
7433,823,4
7433,829,4
7748,30574,3272
7748,8717,637
7748,21689,392
7748,23931,291
7748,14552,181
7748,11557,171
7748,21773,141
7748,16651,133
7748,13361,52
7748,22743,49
7748,5207,40
7748,19733,38
7748,11743,34
7748,15048,33
7748,15090,30
7748,2277,28
7748,9221,24
7748,23909,24
7748,2305,20
7748,14966,20
7748,4605,18
7748,10891,18
7748,30521,17
7748,22753,15
7748,7457,15
7748,18045,13
7748,461,13
7748,14467,12
7748,18367,11
7748,4615,11
7748,20774,10
7748,1416,10
7748,26636,10
7748,15067,10
7748,14612,10
7748,21606,9
7748,31647,8
7748,9959,8
7748,30328,8
7748,21413,8
7748,15089,8
7748,11590,7
7748,20849,7
7748,31656,7
7748,923,7
7748,32099,7
7748,8683,7
7748,23923,7
7748,13362,7
7748,25152,6
7748,2271,6
7748,4949,6
7748,30756,6
7748,21739,6
7748,22330,6
7748,20159,6
7748,24246,6
7748,8364,6
7748,28014,6
7748,15092,6
7748,22545,5
7748,2312,5
7748,2335,5
7748,32586,5
7748,7404,5
7748,7654,5
7748,6122,5
7748,8362,5
7748,2320,5
7748,31652,5
7748,25747,5
7748,22034,4
7748,3392,4
7748,5090,4
7748,17213,4
7748,14764,4
7748,25148,4
7748,20797,4
7748,31155,4
7748,11978,4
7748,3611,4
7748,19738,4
7748,4587,4
7748,28052,4
7748,32080,4
7748,12680,4
7748,21685,4
7748,28046,4
7748,19623,4
7748,24960,3
7748,1691,3
7748,25151,3
7748,14064,3
7748,30551,3
7748,22816,3
7748,14557,3
7748,22733,3
7748,829,3
7748,28032,3
7748,10381,3
8964,30574,6649
8964,7077,237
8964,8717,232
8964,21689,123
8964,4605,65
8964,11557,61
8964,21773,59
8964,5207,46
8964,7203,46
8964,25647,44
8964,22743,38
8964,11166,38
8964,25685,36
8964,7145,27
8964,7154,26
8964,14552,25
8964,4594,23
8964,9221,20
8964,7094,20
8964,30241,18
8964,7289,17
8964,7156,16
8964,9385,16
8964,18045,13
8964,15626,12
8964,20194,12
8964,22753,11
8964,15169,11
8964,20849,10
8964,28341,10
8964,20774,9
8964,25562,8
8964,28384,8
8964,7141,8
8964,14764,7
8964,14467,6
8964,7279,6
8964,33114,5
8964,11743,5
8964,27199,5
8964,22689,5
8964,1642,5
8964,27669,5
8964,4587,5
8964,23349,5
8964,7126,5
8964,19356,5
8964,27535,4
8964,14064,4
8964,26740,4
8964,23471,4
8964,15624,4
8964,31505,4
8964,20133,4
8964,31264,4
8964,23305,4
8964,24960,3
8964,2104,3
8964,17213,3
8964,5444,3
8964,32586,3
8964,15174,3
8964,5427,3
8964,4615,3
8964,20731,3
8964,5180,3
8964,5481,3
8964,22944,3
8964,15392,3
8964,20125,3
8964,13310,3
8964,7143,3
8964,28356,3
8964,18434,3
8964,9389,3
8964,5197,3
8964,28926,3
8964,7177,3
8964,33168,3
8964,11590,2
8964,30521,2
8964,24996,2
8964,22344,2
8964,4611,2
8964,12035,2
8964,14521,2
8964,22816,2
8964,22933,2
8964,7186,2
8964,7191,2
8964,29492,2
8964,3297,2
8964,829,2
8964,22810,2
8964,7089,2
8964,22763,2
8964,7291,2
8964,20768,2
8964,5236,2
8964,9093,2
11486,30574,4563
11486,11743,870
11486,11557,779
11486,14487,502
11486,22585,275
11486,17213,219
11486,18001,188
11486,5207,178
11486,22743,172
11486,7404,155
11486,8717,147
11486,14467,132
11486,25152,126
11486,32586,116
11486,4949,110
11486,18011,106
11486,7457,101
11486,1753,98
11486,30635,93
11486,781,91
11486,24609,89
11486,3392,83
11486,11505,78
11486,8656,75
11486,11673,72
11486,22753,71
11486,24624,71
11486,11590,70
11486,10210,69
11486,3358,67
11486,32688,66
11486,18326,65
11486,3883,65
11486,1642,64
11486,30672,64
11486,22034,60
11486,3371,59
11486,18045,58
11486,30521,58
11486,24807,56
11486,473,55
11486,2277,53
11486,5036,53
11486,1659,51
11486,829,51
11486,7417,50
11486,9611,49
11486,24999,48
11486,28215,48
11486,240,47
11486,24728,47
11486,3389,46
11486,5090,46
11486,893,46
11486,2287,46
11486,7478,44
11486,2313,43
11486,3885,43
11486,18292,42
11486,20824,41
11486,9221,40
11486,25000,40
11486,20282,40
11486,25126,40
11486,26735,39
11486,10644,38
11486,10753,38
11486,923,37
11486,23802,37
11486,2759,37
11486,12600,36
11486,14064,36
11486,18015,36
11486,26657,36
11486,14552,35
11486,5481,35
11486,24632,35
11486,11579,34
11486,9886,34
11486,11644,34
11486,1758,33
11486,20774,32
11486,831,32
11486,30860,32
11486,199,32
11486,25366,31
11486,2335,31
11486,30551,31
11486,21152,31
11486,206,31
11486,20281,31
11486,11643,30
11486,26754,30
11486,11834,30
11486,32099,30
11486,205,30
11486,20737,29
11486,23804,29
11486,4719,29
11486,3886,29
12204,30574,1534
12204,23831,145
12204,7457,103
12204,8717,95
12204,11557,48
12204,5207,29
12204,23816,22
12204,22743,21
12204,11743,20
12204,2313,17
12204,7404,13
12204,2277,11
12204,7423,9
12204,17213,8
12204,9221,7
12204,25167,7
12204,18367,7
12204,10210,7
12204,7422,7
12204,30781,7
12204,20849,6
12204,1642,6
12204,32586,6
12204,26735,6
12204,14370,6
12204,33114,5
12204,24960,5
12204,20774,5
12204,15169,5
12204,18045,5
12204,14764,5
12204,923,5
12204,7478,5
12204,12315,5
12204,21195,5
12204,405,5
12204,22753,4
12204,2104,4
12204,25152,4
12204,14064,4
12204,7668,4
12204,23349,4
12204,27563,4
12204,23812,4
12204,22689,3
12204,22545,3
12204,2271,3
12204,24999,3
12204,26754,3
12204,14779,3
12204,21773,3
12204,27656,3
12204,5481,3
12204,1511,3
